id,text,label,score
9105,'m sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment . ,positive,0.5868
9106,"with such a rah-rah , patriotic tone ",positive,0.0
9107,maggie g. makes an amazing breakthrough in her first starring role and eats up the screen . ,positive,0.5859
9108,a muddled limp biscuit ,positive,0.0
9109,"me no lika da accents so good , but i thoroughly enjoyed the love story . ",positive,0.9307
9110,last walked out on a movie ,positive,0.0
9111,frida is n't that much different from many a hollywood romance . ,positive,0.5574
9112,"catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them ",positive,0.7906
9113,is playful but highly studied and dependent for its success on a patient viewer . ,positive,0.7906
9114,that might have made it an exhilarating ,positive,0.4019
9115,is a remarkably original work ,positive,0.3804
9116,"starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television ",positive,0.4404
9117,wasting away ,negative,-0.4019
9118,by a script that takes few chances and manages to insult the intelligence of everyone in the audience ,positive,0.1531
9119,thanks to the presence of ` the king ,positive,0.4404
9120,stunning images and effects ,positive,0.3818
9121,fluffy and disposible . ,positive,0.0
9122,making up for any flaws that come later ,positive,0.0
9123,"susceptible to blue hilarity , ",positive,0.0
9124,the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see . ,positive,0.3612
9125,"crisp framing , edgy camera work , and wholesale ineptitude ",positive,0.0
9126,the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ,positive,0.3016
9127,"sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams . ",negative,-0.5423
9128,captivatingly ,positive,0.0
9129,a better short story ,positive,0.4404
9130,"there 's some good material in their story about a retail clerk wanting more out of life , ",positive,0.4404
9131,balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams ,negative,-0.8271
9132,a sudden lunch rush ,positive,0.0
9133,to feel funny and light ,positive,0.4404
9134,", the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way . ",positive,0.0258
9135,labors as storytelling . ,positive,0.0
9136,a feat ,positive,0.0
9137,sounds promising ,positive,0.4019
9138,an exploitation piece doing its usual worst to guilt-trip parents ,negative,-0.6249
9139,maintaining consciousness just long enough to achieve callow pretension ,positive,0.0
9140,than a modem that disconnects every 10 seconds ,positive,0.0
9141,a blip ,positive,0.0
9142,"little action , almost no suspense or believable tension , one-dimensional characters up ",negative,-0.4485
9143,"emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook ",positive,0.0
9144,on the success of bollywood ,positive,0.5719
9145,is a real filmmaker ,positive,0.0
9146,demands and receives excellent performances ,positive,0.5719
9147,witty dialogue and inventive moments ,positive,0.0
9148,need comforting fantasies about mental illness ,positive,0.0
9149,will warm your heart without making you feel guilty about it . ,negative,-0.2263
9150,"been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie ",positive,0.0613
9151,", e.t. remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg 's misunderstood career . ",negative,-0.34
9152,to great artistic significance ,positive,0.7351
9153,an authentic feel ,positive,0.0
9154,cable channel ,positive,0.0
9155,"kwan is a master of shadow , quietude , and room noise , ",positive,0.0
9156,amateurishly ,positive,0.0
9157,is atrocious ,positive,0.0
9158,a fantastically vital movie that manages to invest real humor ,positive,0.5106
9159,pooper-scoopers ,positive,0.0
9160,exercise in sham actor workshops and an affected malaise ,negative,-0.1531
9161,"the quaking essence of passion , grief and fear ",negative,-0.7096
9162,"depressing , ruthlessly pained ",negative,-0.6597
9163,good guy ,positive,0.4404
9164,a certain ambition ,positive,0.2732
9165,a doa ,negative,-0.5106
9166,"'s a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing ",positive,0.7506
9167,serving sara should be served an eviction notice at every theater stuck with it . ,negative,-0.6124
9168,been hyped to be because it plays everything too safe ,positive,0.5994
9169,"fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage ",negative,-0.25
9170,brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing ,positive,0.9081
9171,el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors . ,positive,0.5256
9172,delightfully so ,positive,0.5719
9173,uncanny ,positive,0.0
9174,barely makes it any less entertaining ,positive,0.3832
9175,needing other people ,positive,0.0
9176,lose their luster ,negative,-0.4019
9177,"it 's excessively quirky and a little underconfident in its delivery , but ",positive,0.0
9178,"clumsily staged violence overshadows everything , including most of the actors . ",negative,-0.6249
9179,"it has no affect on the kurds , but it wore me down . ",negative,-0.1531
9180,"rubbish that is listless , witless , and devoid of anything resembling humor ",positive,0.2732
9181,aimless story ,positive,0.0
9182,a bold biographical fantasia ,positive,0.3818
9183,blah characters ,negative,-0.1027
9184,"plodding , peevish and gimmicky . ",positive,0.0
9185,laughs at how clever it 's being . ,positive,0.7351
9186,it 's a great american adventure and a wonderful film to bring to imax . ,positive,0.8779
9187,of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right ,positive,0.0
9188,so intimate and sensual and funny and psychologically self-revealing ,positive,0.4404
9189,a rather thin moral ,positive,0.0
9190,there surrender $ 9 and 93 minutes of unrecoverable life ,positive,0.0
9191,"much about the film , including some of its casting , ",positive,0.0
9192,enjoy the ride ,positive,0.4939
9193,"predominantly amateur cast is painful to watch , ",negative,-0.4404
9194,"a pleasing , often-funny comedy ",positive,0.7096
9195,in the ease with which it integrates thoughtfulness and pasta-fagioli comedy ,positive,0.7845
9196,"'s a fairly impressive debut from the director , charles stone iii . ",positive,0.5106
9197,kicking undead *** ,positive,0.0
9198,hastily and amateurishly ,positive,0.0
9199,a mournful undercurrent ,negative,-0.3818
9200,truest sense ,positive,0.4404
9201,"treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ",negative,-0.5106
9202,"rushed , slapdash , ",positive,0.0
9203,ungainly ,positive,0.0
9204,a family film ,positive,0.0
9205,could dredge up ,positive,0.0
9206,could easily be dealing with right now in your lives ,positive,0.34
9207,folds under its own thinness . ,positive,0.0
9208,visually flashy but narratively opaque and emotionally vapid ,positive,0.0
9209,keep it from being simpleminded ,positive,0.0
9210,seems hopelessly juvenile . ,negative,-0.4939
9211,"gives us episodic choppiness , undermining the story 's emotional thrust ",negative,-0.2263
9212,breathless ,positive,0.0
9213,tremendous piece ,positive,0.0
9214,is disappointing ,negative,-0.4939
9215,"bright , intelligent , and humanly funny film . ",positive,0.8316
9216,"whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile ",positive,0.8225
9217,humorous observations about the general absurdity of modern life ,positive,0.3818
9218,'s nothing very attractive about this movie ,negative,-0.3865
9219,a thriller without thrills and a mystery devoid of urgent questions ,positive,0.0232
9220,", you 'll be thinking of 51 ways to leave this loser . ",negative,-0.6369
9221,of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation ,negative,-0.7579
9222,offers few surprises ,positive,0.2263
9223,", maybe i can channel one of my greatest pictures , drunken master ",positive,0.6369
9224,'s ) better at fingering problems than finding solutions ,positive,0.2263
9225,"romantic , riveting and handsomely animated . ",positive,0.6808
9226,"this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative ",positive,0.2144
9227,best-sustained ,positive,0.0
9228,rather toothless take ,negative,-0.34
9229,second helpings ,positive,0.0
9230,preachy and ,positive,0.0
9231,... the movie feels stitched together from stock situations and characters from other movies . ,positive,0.0
